timestamp,energy_consumed
2024-01-01 00:00:00,2.810436798946121
2024-01-01 03:00:00,3.210033165983303
2024-01-01 06:00:00,2.282044345915396
2024-01-01 09:00:00,1.8049191700246159
2024-01-01 12:00:00,3.3989203375236445
2024-01-01 15:00:00,1.788438498729872
2024-01-01 18:00:00,2.3886290916301114
2024-01-01 21:00:00,2.174571570811569
2024-01-02 00:00:00,2.511887874328147
2024-01-02 03:00:00,3.1237050516028946
2024-01-02 06:00:00,2.8738718764302806
2024-01-02 09:00:00,3.4309602659905196
2024-01-02 12:00:00,2.5630465430903793
2024-01-02 15:00:00,2.949481453175988
2024-01-02 18:00:00,2.5683786451867467
2024-01-02 21:00:00,2.3259882100286386
2024-01-03 00:00:00,3.3657923164450505
2024-01-03 03:00:00,2.1941984604702562
2024-01-03 06:00:00,3.1015670256913452
2024-01-03 09:00:00,1.6913074518159812
2024-01-03 12:00:00,3.397934425559182
2024-01-03 15:00:00,2.885852558410048
2024-01-03 18:00:00,1.8699454347511897
2024-01-03 21:00:00,1.672288928515011
2024-01-04 00:00:00,2.91506480592206
2024-01-04 03:00:00,1.7638869555830692
2024-01-04 06:00:00,3.4671326452967097
2024-01-04 09:00:00,2.283927914794278
2024-01-04 12:00:00,1.597939573503549
2024-01-04 15:00:00,3.0137976043215744
2024-01-04 18:00:00,3.1312105333287015
2024-01-04 21:00:00,3.3540707947528454
2024-01-05 00:00:00,1.7522742204884578
2024-01-05 03:00:00,2.2678753748134066
2024-01-05 06:00:00,1.7697646522613641
2024-01-05 09:00:00,2.697644923047994
2024-01-05 12:00:00,1.8148170223724964
2024-01-05 15:00:00,1.6881489806717591
2024-01-05 18:00:00,2.2981604239943687
2024-01-05 21:00:00,2.508534644644266
2024-01-06 00:00:00,3.4687682019208035
2024-01-06 03:00:00,2.793400704814429
2024-01-06 06:00:00,1.6113844293312853
2024-01-06 09:00:00,3.3759079442471984
2024-01-06 12:00:00,2.1234675552715747
2024-01-06 15:00:00,1.9839760827723463
2024-01-06 18:00:00,2.8051949389824706
2024-01-06 21:00:00,2.2840058150584746
2024-01-07 00:00:00,3.417145734250288
2024-01-07 03:00:00,1.6574948904176905
2024-01-07 06:00:00,1.6404082745243187
2024-01-07 09:00:00,3.1414345239249943
2024-01-07 12:00:00,2.3294293085744577
2024-01-07 15:00:00,2.2866323747982418
2024-01-07 18:00:00,3.2705625432974683
2024-01-07 21:00:00,3.3127534477701452
2024-01-08 00:00:00,3.4891091838199486
2024-01-08 03:00:00,3.1764463432168584
2024-01-08 06:00:00,3.4103639540859154
2024-01-08 09:00:00,2.6702188093489223
2024-01-08 12:00:00,2.3165176709392776
2024-01-08 15:00:00,1.6450585203309973
2024-01-08 18:00:00,2.0785088032050227
2024-01-08 21:00:00,2.899728060646568
2024-01-09 00:00:00,2.0373379654665396
2024-01-09 03:00:00,2.9703456170621703
2024-01-09 06:00:00,3.1600227032802355
2024-01-09 09:00:00,3.498117232921696
2024-01-09 12:00:00,2.2702387825187396
2024-01-09 15:00:00,2.8698135929263326
2024-01-09 18:00:00,2.6423733467400132
2024-01-09 21:00:00,2.014757391975701
2024-01-10 00:00:00,2.220798272352855
2024-01-10 03:00:00,2.3423088945373625
2024-01-10 06:00:00,3.1961602747533044
2024-01-10 09:00:00,2.0854093674227405
2024-01-10 12:00:00,2.2858819484736106
2024-01-10 15:00:00,1.5450262858842516
2024-01-10 18:00:00,2.9888302779950733
2024-01-10 21:00:00,2.2751514942964777
2024-01-11 00:00:00,2.301936688797478
2024-01-11 03:00:00,3.3921679773255695
2024-01-11 06:00:00,1.8525548625377197
2024-01-11 09:00:00,3.0544819522466864
2024-01-11 12:00:00,2.9955699468703614
2024-01-11 15:00:00,2.077141090036889
2024-01-11 18:00:00,2.11447205046142
2024-01-11 21:00:00,1.9604790416299718
2024-01-12 00:00:00,3.210141990232196
2024-01-12 03:00:00,2.6500807958106405
2024-01-12 06:00:00,1.9404300160934413
2024-01-12 09:00:00,2.338332571740181
2024-01-12 12:00:00,2.519896596688926
2024-01-12 15:00:00,2.4573532150094506
2024-01-12 18:00:00,1.6817601246096308
2024-01-12 21:00:00,2.978720655593785
2024-01-13 00:00:00,2.321274662408638
2024-01-13 03:00:00,2.9610612129015497
2024-01-13 06:00:00,1.8558871019694834
2024-01-13 09:00:00,2.325180892772236
2024-01-13 12:00:00,2.6685811973722897
2024-01-13 15:00:00,2.6768068389207933
2024-01-13 18:00:00,1.5398766957556618
2024-01-13 21:00:00,2.7120576836704875
2024-01-14 00:00:00,1.847639273796491
2024-01-14 03:00:00,2.10019246460088
2024-01-14 06:00:00,1.5413280771811513
2024-01-14 09:00:00,2.979751497365753
2024-01-14 12:00:00,2.9365072245055144
2024-01-14 15:00:00,3.0552043024224966
2024-01-14 18:00:00,2.4487762210386337
2024-01-14 21:00:00,1.8987330524235624
2024-01-15 00:00:00,3.094325116506095
2024-01-15 03:00:00,1.619960579379107
2024-01-15 06:00:00,1.590749515411113
2024-01-15 09:00:00,2.509642395202662
2024-01-15 12:00:00,1.7738956306272715
2024-01-15 15:00:00,2.1131568852135105
2024-01-15 18:00:00,2.7926652059393273
2024-01-15 21:00:00,1.9723928457080075
2024-01-16 00:00:00,3.4431719602374597
2024-01-16 03:00:00,2.9934082674626556
2024-01-16 06:00:00,2.082228010904977
2024-01-16 09:00:00,1.7630928507427823
2024-01-16 12:00:00,2.851138491230885
2024-01-16 15:00:00,2.825003147619302
2024-01-16 18:00:00,2.200048077019386
2024-01-16 21:00:00,2.9407230929781645
2024-01-17 00:00:00,2.645309396321476
2024-01-17 03:00:00,2.3923335620329755
2024-01-17 06:00:00,2.337771884099983
2024-01-17 09:00:00,2.701813040989019
2024-01-17 12:00:00,2.9214027529136852
2024-01-17 15:00:00,2.476015036883494
2024-01-17 18:00:00,2.915782746772498
2024-01-17 21:00:00,2.213629142017781
2024-01-18 00:00:00,1.9305171819144304
2024-01-18 03:00:00,1.5629901202626757
2024-01-18 06:00:00,2.4294049723090216
2024-01-18 09:00:00,2.260643687539199
2024-01-18 12:00:00,3.342910546428132
2024-01-18 15:00:00,2.5928770300896464
2024-01-18 18:00:00,3.2781077931163987
2024-01-18 21:00:00,2.1571169585364767
2024-01-19 00:00:00,3.007715937664756
2024-01-19 03:00:00,2.804354792333986
2024-01-19 06:00:00,2.9979138186704652
2024-01-19 09:00:00,1.8773427217015368
2024-01-19 12:00:00,1.946400550521552
2024-01-19 15:00:00,3.1630041694443802
2024-01-19 18:00:00,1.6523989413842104
2024-01-19 21:00:00,2.521812019982829
2024-01-20 00:00:00,2.2667943166328977
2024-01-20 03:00:00,3.1459215212066356
2024-01-20 06:00:00,2.187704756457905
2024-01-20 09:00:00,3.0463548799912226
2024-01-20 12:00:00,2.509348349710163
2024-01-20 15:00:00,2.631348841297177
2024-01-20 18:00:00,1.7024302960415814
2024-01-20 21:00:00,3.4216943317701976
2024-01-21 00:00:00,2.4940097487227275
2024-01-21 03:00:00,2.154041688149995
2024-01-21 06:00:00,2.682423549171956
2024-01-21 09:00:00,3.2214359041232106
2024-01-21 12:00:00,2.9421894947302123
2024-01-21 15:00:00,3.1367954910927756
2024-01-21 18:00:00,2.2700626280835454
2024-01-21 21:00:00,2.667273760538224
2024-01-22 00:00:00,3.3412668704828934
2024-01-22 03:00:00,2.9797145803823346
2024-01-22 06:00:00,1.7370850176603128
2024-01-22 09:00:00,2.4002346918013036
2024-01-22 12:00:00,1.7063408541717113
2024-01-22 15:00:00,2.8276051120611
2024-01-22 18:00:00,3.0696595831953393
2024-01-22 21:00:00,1.765800786869902
2024-01-23 00:00:00,2.2562535606281706
2024-01-23 03:00:00,3.4142998016052104
2024-01-23 06:00:00,1.7701464588887716
2024-01-23 09:00:00,1.7196991184449228
2024-01-23 12:00:00,1.5310457845548078
2024-01-23 15:00:00,3.3538790782494754
2024-01-23 18:00:00,3.1480466960132456
2024-01-23 21:00:00,1.9400891797811373
2024-01-24 00:00:00,2.8747726229909603
2024-01-24 03:00:00,2.7943247439277927
2024-01-24 06:00:00,3.1168295597610616
2024-01-24 09:00:00,2.363765748246398
2024-01-24 12:00:00,2.767092526125098
2024-01-24 15:00:00,2.008431127409437
2024-01-24 18:00:00,3.372314057561174
2024-01-24 21:00:00,2.5337739505743606
2024-01-25 00:00:00,2.6145225995252996
2024-01-25 03:00:00,2.6054755235754525
2024-01-25 06:00:00,2.282532196666254
2024-01-25 09:00:00,2.125937683219796
2024-01-25 12:00:00,1.8994141521641121
2024-01-25 15:00:00,1.7889786353710517
2024-01-25 18:00:00,3.312078675730733
2024-01-25 21:00:00,2.037482271931647
2024-01-26 00:00:00,1.9081923702600547
2024-01-26 03:00:00,2.711033872717917
2024-01-26 06:00:00,1.9373590383796493
2024-01-26 09:00:00,2.3679608871375337
2024-01-26 12:00:00,2.745647359124363
2024-01-26 15:00:00,1.7696421494870835
2024-01-26 18:00:00,3.254358537850668
2024-01-26 21:00:00,3.2294469713778584
2024-01-27 00:00:00,2.7416509424770856
2024-01-27 03:00:00,1.9377753615205038
2024-01-27 06:00:00,2.075637644362428
2024-01-27 09:00:00,1.6738815574359966
2024-01-27 12:00:00,1.9636405957755128
2024-01-27 15:00:00,1.8039377941293437
2024-01-27 18:00:00,2.5591757838371585
2024-01-27 21:00:00,3.3025699293664807
2024-01-28 00:00:00,2.2230811643004182
2024-01-28 03:00:00,2.249032556889757
2024-01-28 06:00:00,3.1314080237411326
2024-01-28 09:00:00,3.207924893770201
2024-01-28 12:00:00,2.1600024021227346
2024-01-28 15:00:00,1.9865551411764966
2024-01-28 18:00:00,3.2732441609645946
2024-01-28 21:00:00,2.8655198813111875
2024-01-29 00:00:00,1.6226106382476637
2024-01-29 03:00:00,1.8848628051811591
2024-01-29 06:00:00,2.3810264761224205
2024-01-29 09:00:00,1.7840162312536691
2024-01-29 12:00:00,3.193657316148969
2024-01-29 15:00:00,2.2200941097330738
2024-01-29 18:00:00,2.621599705334771
2024-01-29 21:00:00,2.3065872142898147
2024-01-30 00:00:00,1.7792703099284748
2024-01-30 03:00:00,2.503256772826252
2024-01-30 06:00:00,3.2231872803630663
2024-01-30 09:00:00,2.473604658460097
2024-01-30 12:00:00,3.1187327290948517
2024-01-30 15:00:00,2.200484734116337
2024-01-30 18:00:00,2.0050225923837575
2024-01-30 21:00:00,2.803505351063352
2024-01-31 00:00:00,2.6129453577526265
2024-01-31 03:00:00,3.3411411652318828
2024-01-31 06:00:00,2.3290179269687807
2024-01-31 09:00:00,2.4557381044647215
2024-01-31 12:00:00,2.061756080062932
2024-01-31 15:00:00,2.54072332240837
2024-01-31 18:00:00,2.0192449411609745
2024-01-31 21:00:00,2.1957649302693465
2024-02-01 00:00:00,2.0368546207442666
2024-02-01 03:00:00,2.1307647373107304
2024-02-01 06:00:00,2.4274615049983996
2024-02-01 09:00:00,3.2187376513659443
2024-02-01 12:00:00,2.4948871760592155
2024-02-01 15:00:00,3.2857830408403643
2024-02-01 18:00:00,2.03989908764633
2024-02-01 21:00:00,2.354546085673621
2024-02-02 00:00:00,3.4076614517761468
2024-02-02 03:00:00,2.9865291102230893
2024-02-02 06:00:00,3.032332741523568
2024-02-02 09:00:00,2.293035723077084
2024-02-02 12:00:00,1.615947383011516
2024-02-02 15:00:00,3.11085342789629
2024-02-02 18:00:00,2.7449005587357984
2024-02-02 21:00:00,1.6113130032235077
2024-02-03 00:00:00,2.9703933078233344
2024-02-03 03:00:00,2.6112282687522415
2024-02-03 06:00:00,1.5803668173195446
2024-02-03 09:00:00,3.3473409255980178
2024-02-03 12:00:00,3.0374955700303854
2024-02-03 15:00:00,2.4781354516905303
2024-02-03 18:00:00,1.569480041411915
2024-02-03 21:00:00,2.663334820770906
2024-02-04 00:00:00,2.075348580960455
2024-02-04 03:00:00,2.2557808051366104
2024-02-04 06:00:00,2.1313523300344004
2024-02-04 09:00:00,2.1248753421792927
2024-02-04 12:00:00,2.881910790743593
2024-02-04 15:00:00,2.100598369360634
2024-02-04 18:00:00,2.791491177635857
2024-02-04 21:00:00,2.2739269015568873
2024-02-05 00:00:00,1.6661150721918587
2024-02-05 03:00:00,3.37102559991457
2024-02-05 06:00:00,2.3759768486606943
